CodeBERT_Prediction,CodeT5_Prediction,MulaRec_Prediction,Correct_Model_Names,Correct_API_Sequence,CodeBERT_Achievement_Rate,CodeT5_Achievement_Rate,MulaRec_Achievement_Rate,CodeBERT_Head_API_Rate,CodeT5_Head_API_Rate,MulaRec_Head_API_Rate
['channel.sendchannelmime'],['channel.sendchannelmsgexclude'],['channel.sendchannelcommands'],CodeT5,['channel.sendchannelmsgexclude'],0.0,0.0,0.0,0.0,0.0,0.0
['file.<init>'],"['message.<init>', 'message.writestring', 'message.setsocketarraydeque<message', '>.pusharraydeque<message', '>.isemptyarraydeque<message', '>.pop']",['system.gc'],MulaRec,['system.gc'],0.4777777777777778,0.0,0.42857142857142855,1.0,0.0,0.0
"['filereader.<init>', 'bufferedreader.<init>', 'bufferedreader.readline', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'bufferedreader.close', 'stringbuilder.tostring']","['fileinputstream.<init>', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'bufferedreader.readline', 'stringbuilder.append', 'bufferedreader.close', 'stringbuilder.tostring']","['file.exists', 'filereader.<init>', 'bufferedreader.<init>', 'bufferedreader.readline', 'stringbuilder.append', 'system.lineseparator', 'stringbuilder.append', 'bufferedreader.close', 'stringbuilder.tostring']",CodeBERT,"['filereader.<init>', 'bufferedreader.<init>', 'bufferedreader.readline', 'stringbuilder.append', 'system.getproperty', 'stringbuilder.append', 'bufferedreader.close', 'stringbuilder.tostring']",0.5755201814935218,0.6126608438163528,0.6140340843835362,0.75,0.7142857142857143,0.6666666666666666
['point.<init>'],"['joptionpane.showinputdialog', 'double.valueof', 'double.tostring', 'util.displaymessage', 'joptionpane.showinputdialog', 'double.valueof', 'double.tostring', 'util.displaymessage', 'joptionpane.showinputdialog', 'double.valueof', 'double.tostring', 'util.displaymessage', 'joptionpane.showinputdialog', 'double.valueof', 'double.tostring', 'util.displaymessage', 'joptionpane.showinputdialog', 'double.valueof', 'double.tostring', 'util.displaymessage', 'joptionpane.showinputdialogdouble']","['joptionpane.showinputdialog', 'double.valueof', 'util.angletoslope']",MulaRec,"['joptionpane.showinputdialog', 'double.valueof', 'util.angletoslope']",0.34615384615384615,0.0,0.0,1.0,0.47619047619047616,0.3333333333333333
"['character.iswhitespace', 'string.<init>']","['character.iswhitespace', 'string.<init>', 'string.equals', 'string.instance', 'string.cast', 'string.instance', 'string.cast', 'string.instance', 'string.cast', 'string.equals', 'string.instance', 'string.cast']",['character.iswhitespace'],MulaRec,['character.iswhitespace'],0.7602074563413507,0.7539027192373671,0.9736842105263158,1.0,1.0,1.0
"['string.length', 'string.substring', 'double.parsedouble']","['string.length', 'string.substring', 'string.indexof', 'string.substring', 'double.parsedouble', 'string.indexof', 'string.substring', 'double.parsedouble', 'string.indexof', 'string.substring', 'double.parsedouble', 'string.indexof', 'string.substring', 'double.parsedouble', 'string.indexof', 'string.substring', 'double.parsedouble', 'string.indexof', 'string.substring', 'double.parsedouble', 'string.indexof', 'string.substring', 'double.parsedouble', 'string.indexof', 'string.substringdouble']","['string.length', 'string.substring', 'string.split', 'double.parsedouble']",MulaRec,"['string.length', 'string.substring', 'string.split', 'double.parsedouble']",0.6292990791387494,0.0,0.5905679258925328,1.0,0.96,1.0
['runtime.getruntime'],"['runtime.getruntime', 'process.getinputstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'process.geterrorstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'process.getinputstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'process.geterrorstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'process.getinputstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'process.getinput']","['runtime.getruntime', 'process.getinputstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'bufferedreader.readline', 'string.split', 'string.trim', 'string.equalsarraylist<string', '>.remove']",CodeBERT,['runtime.getruntime'],0.3333333333333333,0.0,0.0,1.0,0.35294117647058826,0.5555555555555556
"['xpathparser.steppattern', 'xpathparser.tokenis', 'xpathparser.nexttoken']","['xpathparser.steppattern', 'xpathparser.tokenis', 'xpathparser.nexttoken', 'xpathparser.steppattern', 'xpathparser.error']","['xpathparser.steppattern', 'xpathparser.tokenis', 'xpathparser.nexttoken', 'xpathparser.steppattern']",MulaRec,"['xpathparser.steppattern', 'xpathparser.tokenis', 'xpathparser.nexttoken', 'xpathparser.steppattern']",0.0,0.0,0.0,0.0,0.0,0.0
['result.maprest'],"['result.maprestresult<a', '>.mapvalue']","['result.maprest', 'result.mapvalue']",CodeT5,"['result.maprestresult<a', '>.mapvalue']",0.0,0.0,0.0,0.0,0.0,0.0
"['reader.read', 'string.<init>']","['stringbuilder.<init>', 'reader.read', 'string.<init>', 'stringbuilder.append', 'string.<init>', 'stringbuilder.append', 'string.<init>', 'stringbuilder.append', 'string.<init>', 'stringbuilder.append', 'string.<init>', 'stringbuilder.append', 'string.<init>', 'stringbuilder.append', 'string.<init>', 'stringbuilder.append', 'string.<init>', 'stringbuilder.append', 'string.<init>', 'stringbuilder.append', 'string.<init>', 'stringbuilder.']","['reader.read', 'string.<init>', 'reader.close']",MulaRec,"['reader.read', 'string.<init>', 'reader.close']",0.7084919084320762,0.0,0.6679713014358921,1.0,0.9545454545454546,0.6666666666666666
['constant.tostring'],"['constant.castconstant', 'constant.gettype', 'type.equals', 'constant.castconstant', 'constant.gettype', 'type.equals', 'constant.castconstant', 'constant.gettype', 'type.equals', 'constant.castconstant', 'constant.gettype', 'type.equals', 'constant.castconstant', 'constant.gettype', 'type.equals', 'constant.castconstant', 'constant.gettype', 'type.equals', 'constant.castconstant', 'constant.gettype', 'type.equals', 'constant.castconstant', 'constant.gettype', 'type.equals', 'constant.castconstant', 'constant.gettype', 'type.equals', 'constant.castconstant', 'constant.gettypetype']","['constant.castto', 'type.getsqltype']",MulaRec,"['constant.castto', 'type.getsqltype']",0.0,0.0,0.0,0.0,0.0,0.0
['runtime.freememory'],['runtime.maxmemory'],"['runtime.maxmemory', 'runtime.freememory', 'runtime.totalmemory']",CodeBERT,['runtime.freememory'],0.0,0.0,0.0,0.0,0.0,0.0
['math.exp'],['math.sqrt'],['math.pow'],CodeT5,['math.sqrt'],0.6470588235294118,0.6666666666666666,0.575,1.0,1.0,1.0
['databasemetadata.getdatabasemetadata'],"['string.startswith', 'string.indexof', 'string.substring', 'string.startswith', 'string.indexof', 'string.substring', 'string.startswith', 'string.indexof', 'string.substring', 'string.startswith', 'string.indexof', 'string.substring', 'string.startswith', 'string.indexof', 'string.substring', 'string.startswith', 'string.indexof', 'string.substring', 'string.startswith', 'string.indexof', 'string.substring', 'string.startswith', 'string.indexof', 'string.substring', 'string.startswith', 'string.indexof', 'string.substring', 'string.startswith', 'string.indexofstring']",['string.startswith'],MulaRec,['string.startswith'],0.0,0.0,0.3684210526315789,0.0,0.9655172413793104,1.0
['map.put'],"['map.entryset', 'iterator.hasnext', 'iterator.next', 'entry.cast', 'entry.getvalue', 'entry.getkey', 'map.remove']","['lazyinitializer.isuninitialized', 'lazyinitializer.getsession', 'lazyinitializer.getimplementation']",CodeBERT,['map.put'],0.625,0.6981860668776264,0.0,1.0,0.2857142857142857,0.0
['collections.sort'],"['vector.add', 'vector.size', 'vector.get', 'vector.remove', 'vector.add', 'vector.size', 'vector.get', 'vector.remove', 'vector.add', 'vector.size', 'vector.get', 'vector.remove', 'vector.add', 'vector.size', 'vector.get', 'vector.remove', 'vector.add', 'vector.size', 'vector.get', 'vector.remove', 'vector.add', 'vector.size', 'vector.get', 'vector.remove', 'vector.add', 'vector.size', 'vector.get', 'vector.remove', 'vector.add', 'vector.size', 'vector.get', 'vector.remove', 'vector.']","['location.<init>', 'vector.add']",CodeBERT,['collections.sort'],0.4166666666666667,0.0,0.6123724356957945,1.0,0.7272727272727273,0.5
"['list.contains', 'list.add']","['list.iterator', 'iterator.hasnext', 'iterator.next']","['list.contains', 'list.indexof']",MulaRec,"['list.contains', 'list.indexof']",0.5838742081211422,0.7965739267666347,0.3481553119113957,1.0,1.0,0.5
['configuration.subsetproperties'],['configuration.substituteproperties'],['configuration.subsuteproperties'],CodeT5,['configuration.substituteproperties'],0.0,0.0,0.0,0.0,0.0,0.0
['node.getnodevalue'],"['node.getnodevaluehashmap<string,string', '>.put', 'node.getnodevaluehashmap<string,string', '>.put', 'node.getnodevaluehashmap<string,string', '>.put', 'node.getnodevaluehashmap<string,string', '>.put', 'node.getnodevaluehashmap<string,string', '>.put', 'node.getnodevaluehashmap<string,string', '>.put', 'node.getnodevaluehashmap<string,string', '>.put']","['node.getnodename', 'node.getchildnodes', 'nodelist.getlength', 'nodelist.item', 'node.getnodetype', 'element.cast', 'element.gettagname']",CodeBERT,['node.getnodevalue'],0.6,0.0,0.0,0.0,0.0,0.42857142857142855
"['formatter.<init>', 'bufferedreader.readline', 'pattern.matcher', 'matcher.find', 'matcher.group', 'bufferedreader.close']","['bufferedreader.readline', 'string.startswith', 'stringtokenizer.<init>', 'stringtokenizer.nexttoken', 'string.startswith', 'stringtokenizer.nexttoken', 'string.startswith', 'stringtokenizer.nexttoken', 'string.startswith', 'stringtokenizer.nexttoken', 'string.startswith', 'stringtokenizer.nexttoken', 'string.startswith', 'stringtokenizer.nexttoken', 'string.startswith', 'stringtokenizer.nexttoken', 'string.startswith', 'stringtokenizer.nexttoken', 'string.startswith', 'stringtokenizer.nexttoken', 'string.startswithstringtokenizer']","['formatter.<init>', 'bufferedreader.readline', 'arraylist.<init>', 'stringtokenizer.<init>', 'stringtokenizer.nexttoken', 'stringtokenizer.hasmoretokens', 'stringtokenizer.nexttoken', 'pattern.split', 'list.add', 'list.size', 'list.toarray']",MulaRec,"['formatter.<init>', 'bufferedreader.readline', 'arraylist.<init>', 'stringtokenizer.<init>', 'stringtokenizer.nexttoken', 'stringtokenizer.hasmoretokens', 'stringtokenizer.nexttoken', 'pattern.split', 'list.add', 'list.size', 'list.toarray']",0.676785362887371,0.0,0.0,0.5,0.9523809523809523,0.7272727272727273
"['component.addcomponentlistener', 'component.validate', 'component.getgraphics', 'component.update']","['component.addcomponentlistener', 'component.validate', 'component.getgraphics', 'component.update', 'cursor.getdefaultcursor', 'component.setcursor', 'component.isshowing', 'component.getgraphics', 'component.update', 'cursor.getdefaultcursor', 'component.setcursor', 'component.isshowing', 'component.getgraphics', 'component.update', 'cursor.getdefaultcursor', 'component.setcursor', 'component.isshowing', 'component.getgraphics', 'component.update', 'cursor.getdefaultcursor', 'component.setcursor', 'component.isshowing', 'component.getgraphics', 'component.']","['component.addcomponentlistener', 'component.validate', 'component.getgraphics', 'component.update', 'cursor.getdefaultcursor', 'component.setcursor', 'component.isshowing']",MulaRec,"['component.addcomponentlistener', 'component.validate', 'component.getgraphics', 'component.update', 'cursor.getdefaultcursor', 'component.setcursor', 'component.isshowing']",0.0,0.0,0.0,0.0,0.0,0.0
['list<component>.remove'],['component.setendpt2'],"['arraylist<component>.<init>list<component', '>.add']",CodeT5,['component.setendpt2'],0.0,0.0,0.0,0.0,0.0,0.0
['list<integer>.add'],"['list<integer>.add', 'collections.shufflelist<integer', '>.get', 'list.getlist<integer', '>.set', 'list.getlist<integer', '>.set', 'list.getlist<integer', '>.set', 'list.getlist<integer', '>.set', 'list.getlist<integer', '>.set', 'list.getlist<integer', '>.set', 'list.getlist<integer', '>.set', 'list.getlist<integer', '>.set', 'list.getlist<integer', '>.set', 'list.']","['list<integer>.add', 'collections.shufflelist<integer', '>.get']",MulaRec,"['list<integer>.add', 'collections.shufflelist<integer', '>.get']",0.8,0.0,0.0,1.0,0.045454545454545456,0.3333333333333333
"['jframe.pack', 'jframe.setvisible']","['system.exit', 'jframe.setsize', 'jframe.setresizable', 'jframe.setlocationrelativeto', 'jframe.setvisible']",['system.exit'],MulaRec,['system.exit'],0.85146931829632,0.0,0.5913978494623656,0.5,0.4,1.0
['list.remove'],"['list.iterator', 'iterator.hasnext', 'iterator.next', 'iterator.hasnext', 'iterator.next', 'iterator.hasnext', 'iterator.next', 'iterator.hasnext', 'iterator.next', 'iterator.hasnext', 'iterator.next', 'iterator.hasnext', 'iterator.next', 'iterator.hasnext', 'iterator.next', 'iterator.hasnext', 'iterator.next', 'iterator.hasnext', 'iterator.next', 'iterator.hasnext', 'iterator.next', 'iterator.has']","['list<weakreference>.sizelist<weakreference', '>.get', 'weakreference.get']",MulaRec,"['list<weakreference>.sizelist<weakreference', '>.get', 'weakreference.get']",0.38461538461538464,0.0,0.0,1.0,0.9545454545454546,0.0
"['query.setsourcenode', 'query.gettargetnodesset', 'query.gettargetnodesset', 'query.gettargetnodesset', 'query.gettargetnodesset', 'query.gettargetnodesset', 'query.gettargetnodesset', 'query.gettargetnodesset']","['node.getlinkssetiterator<link', '>.hasnextiterator<link', '>.next', 'link.getnodeid', 'node.getlinkssetiterator<link', '>.hasnextiterator<link', '>.next', 'link.getnodeid', 'node.getlinkssetiterator<link', '>.hasnextiterator<link', '>.next', 'link.getnodeid', 'node.getlinkssetiterator<link', '>.hasnextiterator<link', '>.next', 'link.getnodeid', 'node.getlinkssetiterator']","['query.setsourcenode', 'node.getlinksset', 'query.getcurrentnodesset', 'query.getvisitednodesset', 'math.random', 'math.floor', 'node.getnodeid', 'query.gettargetnodesset', 'query.setsourcenode', 'node.getlinksset', 'query.getcurrentnodesset', 'query.getvisitednodesset', 'query.gettargetnodesset']",MulaRec,"['query.setsourcenode', 'node.getlinksset', 'query.getcurrentnodesset', 'query.getvisitednodesset', 'math.random', 'math.floor', 'node.getnodeid', 'query.gettargetnodesset', 'query.setsourcenode', 'node.getlinksset', 'query.getcurrentnodesset', 'query.getvisitednodesset', 'query.gettargetnodesset']",0.0,0.0,0.0,0.0,0.0,0.15384615384615385
"['vector.size', 'vector.get']","['vector.size', 'vector.get', 'vector.size', 'vector.get']","['vector.size', 'vector.elementat', 'string.equals']",MulaRec,"['vector.size', 'vector.elementat', 'string.equals']",0.4465573756372974,0.49926632388945275,0.5304294160364225,1.0,1.0,1.0
"['helper.gety', 'helper.getx', 'helper.gety']","['helper.getx', 'helper.gety', 'helper.getgref']","['helper.getx', 'helper.getyref']",CodeT5,"['helper.getx', 'helper.gety', 'helper.getgref']",0.0,0.0,0.0,0.0,0.0,0.0
['audioinputstream.read'],"['audioinputstream.read', 'audioformat.getframesize', 'audioformat.getchannels', 'audioformat.getsamplesizeinbits', 'audioformat.getchannels', 'audioformat.getsamplesizeinbits', 'audioformat.getsamplerate', 'audiosystem.getaudioinputstream', 'audioinputstream.getformat', 'info.<init>', 'audiosystem.getline', 'targetdataline.cast', 'targetdataline.open', 'targetdataline.start', 'audioinputstream.']","['audioinputstream.read', 'bytearrayoutputstream.write']",MulaRec,"['audioinputstream.read', 'bytearrayoutputstream.write']",0.75,0.0,0.6454972243679028,0.0,0.0,0.5
['node.<init>'],['enhancedvector.getelementat'],['stack<integer>.push'],MulaRec,['stack<integer>.push'],0.8181818181818182,0.0,1.0,1.0,0.0,0.0
['math.abs'],"['biginteger.<init>', 'biginteger.tostring', 'biginteger.<init>', 'biginteger.tostring', 'biginteger.<init>', 'biginteger.tostring', 'biginteger.<init>', 'biginteger.tostring', 'biginteger.<init>', 'biginteger.tostring', 'biginteger.<init>', 'biginteger.tostring', 'biginteger.<init>', 'biginteger.tostring', 'biginteger.<init>', 'biginteger.tostring', 'biginteger.<init>', 'biginteger.tostring', 'biginteger.<init>biginteger']","['biginteger.tostring', 'system.arraycopy']",CodeBERT,['math.abs'],0.5,0.0,0.0,1.0,0.0,0.5
['string.length'],"['xmlreader.found', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.charat', 'xmlreader.read', 'string.']","['document.find', 'string.length']",CodeBERT,['string.length'],0.6343612334801763,0.0,0.0,1.0,0.44,0.5
"['context.getint', 'context.getdouble', 'context.getint', 'context.getdouble', 'context.getint', 'context.getdouble', 'context.getint', 'context.adddouble']","['context.getint', 'context.addint', 'context.getint', 'context.adddouble', 'context.getdouble', 'context.adddouble']","['context.getint', 'context.addint', 'context.getdouble', 'context.getint', 'context.getdouble', 'context.getint', 'context.adddouble']",MulaRec,"['context.getint', 'context.addint', 'context.getdouble', 'context.getint', 'context.getdouble', 'context.getint', 'context.adddouble']",0.0,0.0,0.0,0.0,0.0,0.0
"['writableraster.getdataelements', 'writableraster.setdataelements']","['writableraster.getminx', 'writableraster.getminy', 'writableraster.getminx', 'writableraster.getminy', 'writableraster.getminx', 'writableraster.getminy', 'writableraster.getminx', 'writableraster.getminy', 'writableraster.getminx', 'writableraster.getminy', 'writableraster.getminx', 'writableraster.getminy', 'writableraster.getminx', 'writableraster.getminy']","['writableraster.getminx', 'writableraster.getminy', 'writableraster.setsample', 'writableraster.getminx', 'writableraster.getminy', 'writableraster.setsample']",MulaRec,"['writableraster.getminx', 'writableraster.getminy', 'writableraster.setsample', 'writableraster.getminx', 'writableraster.getminy', 'writableraster.setsample']",0.0,0.0,0.0,0.0,0.0,0.0
"['string.substring', 'string.length', 'string.substring']","['stringbuilder.<init>', 'string.substring', 'stringbuilder.append', 'string.length', 'string.substring', 'stringbuilder.append', 'string.length', 'string.substring', 'stringbuilder.append', 'string.length', 'string.substring', 'stringbuilder.append', 'stringbuilder.tostring']",['string.substring'],CodeBERT,"['string.substring', 'string.length', 'string.substring']",0.6865837512832409,0.7017332485446519,0.7238095238095238,1.0,1.0,1.0
"['processbuilder.command', 'processbuilder.start', 'process.waitfor']","['processbuilder.command', 'processbuilder.start', 'process.getinputstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'process.geterrorstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'process.getinputstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'process.geterrorstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'process.getinputstream', 'inputstreamreader.<init>', 'bufferedreader.<init>']","['processbuilder.command', 'processbuilder.start', 'process.waitfor', 'process.getinputstream']",MulaRec,"['processbuilder.command', 'processbuilder.start', 'process.waitfor', 'process.getinputstream']",0.0,0.0,0.0,0.0,0.29411764705882354,0.0
['list.get'],"['list.remove', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init']","['list.remove', 'list.size']",MulaRec,"['list.remove', 'list.size']",0.7288135593220338,0.0,0.6007276372924985,1.0,0.9545454545454546,1.0
"['vertex.mutations', 'vertex.xor']",['vertex.mutations'],['vertex.mutate'],CodeT5,['vertex.mutations'],0.0,0.0,0.0,0.0,0.0,0.0
['control.setvisible'],"['control.setlocation', 'control.setvisible']","['control.setvisible', 'control.isdisposed', 'control.setvisible']",MulaRec,"['control.setvisible', 'control.isdisposed', 'control.setvisible']",0.0,0.0,0.0,0.0,0.0,0.0
['math.abs'],"['arrays.aslistarraylist<string', '>.<init>', 'arrays.aslistarraylist<string', '>.<init>', 'arrays.aslistarraylist<string', '>.<init>', 'arrays.aslistarraylist<string', '>.<init>', 'arrays.aslistarraylist<string', '>.<init>', 'arrays.aslistarraylist<string', '>.<init>', 'arrays.aslistarraylist<string', '>.<init>', 'arrays.aslistarraylist<']","['arraylist.<init>', 'list.add']",MulaRec,"['arraylist.<init>', 'list.add']",0.5,0.0,0.5707138387268051,1.0,0.0,1.0
['types.gettypename'],"['object.getclass', 'methodtype.instance', 'methodtype.cast', 'methodtype.getparametertypes', 'methodtype.instance', 'methodtype.cast', 'methodtype.getparametertypes', 'methodtype.instance', 'methodtype.cast', 'methodtype.getparametertypes', 'methodtype.instance', 'methodtype.cast', 'methodtype.getparametertypes', 'methodtype.instance', 'methodtype.cast', 'methodtype.getparametertypes', 'methodtype.instance', 'methodtype.cast', 'methodtype.getparametertypes']","['class.instance', 'class.cast', 'type.gettype', 'methodtype.instance', 'methodtype.cast', 'methodtype.tomethoddescriptorstring', 'type.gettype', 'methodhandle.instance']",MulaRec,"['class.instance', 'class.cast', 'type.gettype', 'methodtype.instance', 'methodtype.cast', 'methodtype.tomethoddescriptorstring', 'type.gettype', 'methodhandle.instance']",1.0,0.0,0.0,0.0,0.05263157894736842,0.125
"['list.prependlist<a', '>.reverse']","['list.prependlist<a', '>.reverselist<a', '>.isempty', 'list.prependlist<a', '>.reverse']","['list.prependlist<a', '>.reverselist<a', '>.nonemptylist<a', '>.settail']",MulaRec,"['list.prependlist<a', '>.reverselist<a', '>.nonemptylist<a', '>.settail']",0.0,0.0,0.0,0.0,0.0,0.0
['string.<init>'],"['fileinputstream.<init>', 'bufferedinputstream.<init>', 'bufferedinputstream.read', 'string.<init>']","['fileinputstream.read', 'string.<init>']",CodeBERT,['string.<init>'],0.6274509803921569,0.7854777090681041,0.7047921864945659,1.0,0.5,0.5
['bufferedreader.close'],"['bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals', 'bufferedreader.readline', 'string.equals']","['bufferedreader.readline', 'stringtokenizer.<init>', 'stringtokenizer.counttokens', 'bufferedreader.readline']",MulaRec,"['bufferedreader.readline', 'stringtokenizer.<init>', 'stringtokenizer.counttokens', 'bufferedreader.readline']",1.0,0.6130616564380736,0.651813875314659,0.0,1.0,0.75
"['list.instance', 'list.cast', 'list.size']","['list.instance', 'list.size', 'list.get', 'list.cast']","['list.instance', 'list.cast', 'list.size', 'list.get']",CodeT5,"['list.instance', 'list.size', 'list.get', 'list.cast']",0.6570832489412828,0.6168725364316002,0.6929043966658249,0.6666666666666666,0.75,0.75
"['inputstream.read', 'inputstream.close']","['datainputstream.<init>', 'datainputstream.readunsignedbyte', 'datainputstream.readfully', 'datainputstream.readunsignedbyte', 'datainputstream.readfully', 'datainputstream.readunsignedbyte', 'datainputstream.readfully', 'string.<init>', 'datainputstream.readunsignedbyte', 'datainputstream.readfully', 'string.<init>', 'datainputstream.readunsignedbyte', 'datainputstream.readfully', 'string.<init>', 'datainputstream.readunsignedbyte', 'datainputstream.']","['inputstream.read', 'system.arraycopy', 'inputstream.read', 'bytebuffer.wrap']",MulaRec,"['inputstream.read', 'system.arraycopy', 'inputstream.read', 'bytebuffer.wrap']",0.7664284620319025,0.0,0.0,1.0,0.1875,0.75
"['grid.getparentsizetreeset<integer', '>.sizetreeset<integer', '>.sizetreeset<integer', '>.iteratoriterator<integer', '>.next', 'grid.gettotalgroupssizeparallel', 'grid.correctminmax', 'grid.addtosizegroup']","['grid.getparentsizetreeset<integer', '>.sizehashmap<string', '>.<init>treeset<integer', '>.sizetreeset<integer', '>.iteratoriterator<integer', '>.next', 'grid.gettotalgroupssizeparallel', 'grid.correctminmax', 'grid.addtosizegrouphashmap<string', '>.sizehashmap<string', '>.get', 'grid.getrowresizeconstraints', 'grid.getrowgaps', 'grid.mergesizesgapsandresconstrs', 'grid.']","['grid.getparentsizetreeset<integer', '>.sizehashmap<string', '>.<init>treeset<integer', '>.sizetreeset<integer', '>.iteratoriterator<integer', '>.next', 'grid.gettotalgroupssizeparallel', 'grid.correctminmax', 'grid.addtosizegrouphashmap<string', '>.sizehashmap<string', '>.get', 'grid.getrowresizeconstraints', 'grid.getrowgaps', 'grid.mergesizesgapsandresconstrs', 'grid.adjustminprefforspanningcomps']",MulaRec,"['grid.getparentsizetreeset<integer', '>.sizehashmap<string', '>.<init>treeset<integer', '>.sizetreeset<integer', '>.iteratoriterator<integer', '>.next', 'grid.gettotalgroupssizeparallel', 'grid.correctminmax', 'grid.addtosizegrouphashmap<string', '>.sizehashmap<string', '>.get', 'grid.getrowresizeconstraints', 'grid.getrowgaps', 'grid.mergesizesgapsandresconstrs', 'grid.adjustminprefforspanningcomps']",0.0,0.0,0.0,0.0,0.0,0.0
['arrays.equals'],"['bytearrayoutputstream.<init>', 'objectoutputstream.<init>', 'objectoutputstream.writeobject', 'objectoutputstream.close', 'bytearrayoutputstream.tobytearray', 'bytearrayinputstream.<init>', 'objectinputstream.<init>', 'objectinputstream.readobject', 'objectinputstream.close']",['object.<init>'],CodeBERT,['arrays.equals'],0.5555555555555556,0.8403509559751151,0.42857142857142855,0.0,0.4444444444444444,0.0
['system.arraycopy'],"['arraylist<integer>.<init>arraylist<integer', '>.addarraylist<integer', '>.containsarraylist<integer', '>.addarraylist<integer', '>.containsarraylist<integer', '>.addarraylist<integer', '>.containsarraylist<integer', '>.addarraylist<integer', '>.containsarraylist<integer', '>.addarraylist<integer', '>.containsarraylist<integer', '>.addarraylist<integer', '>.containsarraylist<integer>']",['math.abs'],CodeBERT,['system.arraycopy'],0.8445945945945946,0.0,0.5128205128205128,1.0,0.0,1.0
['eigendecomposition.isnonsingular'],"['eigendecomposition.isnonsingular', 'realvector.getdimension', 'realvector.getentry', 'realvector.getentry', 'eigendecomposition.isnonsingular', 'realvector.getentry', 'realvector.getentry', 'eigendecomposition.isnonsingular', 'realvector.getentry', 'realvector.getentry', 'eigendecomposition.isnonsingular', 'realvector.getentry', 'realvector.getentry', 'eigendecomposition.isnonsingular', 'realvector.getentry', 'realvector.getentry', 'eigendecomposition.isnonsingular']","['eigendecomposition.isnonsingular', 'realvector.getdimension', 'arrayrealvector.getdataref', 'arrayrealvector.dotproduct', 'arrayrealvector.<init>']",MulaRec,"['eigendecomposition.isnonsingular', 'realvector.getdimension', 'arrayrealvector.getdataref', 'arrayrealvector.dotproduct', 'arrayrealvector.<init>']",0.0,0.0,0.0,0.0,0.0,0.0
['list.get'],"['list.iterator', 'iterator.hasnext', 'iterator.next', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'list.iterator', 'iterator.hasnext', 'iterator.next', 'list.iterator', 'iterator.hasnextiterator']","['list.get', 'list.remove']",MulaRec,"['list.get', 'list.remove']",0.7288135593220338,0.0,0.731129397280088,1.0,0.9655172413793104,1.0
